run,average_dist,std_average_dist,Treefile,CS,FDR,MAD,Kuiper/KS,Qn/MAD,q-values,Within_cluster_limit,Solution_Index,Clean_up,Prior_taxa_clustered(%),#_of_clustered_sequences,Total_no_of_sequences,%_clustered,#_of_clusters,Mean_cluster_size,S.D.,Median_cluster_size,MAD.1,Min_cluster_size,Max_cluster_size,Grand_mean_of_mean_pwd,S.D..1,Grand_mean_of_median_pwd,S.D..2,Min_mean_pwd,Max_mean_pwd,Mean_of_inter-cluster_dist,S.D..3,Median_of_inter-cluster_dist,MAD.2,Min_inter-cluster_dist,Max_inter-cluster_dist
cs6_fdr0.2_gam2.0,19970.585768131492,154152.72424169083,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,6,0.2,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4166,4357,0.956162497131,129,32.29457364341085,56.22602309829153,16.0,11.8608,6,508,0.009842958395064686,0.0033931669635175296,0.009513282308139534,0.0037199206418221634,0.0016735457142857144,0.01972340600000001,0.06383841820760659,0.029987624160491014,0.0622850175,0.03080684384189997,0.000725431,0.164135395
cs5_fdr0.2_gam2.0,14419.726845073676,90454.09433245969,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,5,0.2,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4160,4357,0.9547854028,134,31.044776119402986,45.6618604397771,16.0,11.8608,5,354,0.009572511932085278,0.003410551624540698,0.009413472007462688,0.0038714131940420313,0.0016717602857142856,0.018701438799999998,0.060890264445516776,0.02856399880718652,0.059392532000000005,0.028311508692600008,0.000728025,0.16305610199999998
cs3_fdr0.2_gam2.0,8974.751007244682,37246.48039052246,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,3,0.2,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4159,4357,0.954555887078,144,28.881944444444446,35.50701625292814,17.0,14.826,3,239,0.009652774530116058,0.0036164779002452133,0.009464510116319444,0.004220672680426361,2e-06,0.02072944833333333,0.061524806035742036,0.029316632646419608,0.0600965055,0.03002398063350001,0.000722532,0.17077208100000002
cs5_fdr0.15_gam2.0,14305.496655739984,84269.7680291525,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,5,0.15,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4156,4357,0.953867339913,130,31.96923076923077,46.49346681812444,16.0,13.3434,5,352,0.009579566442828877,0.0033604520052777395,0.009240145303846157,0.0037235880217732467,0.0016735457142857144,0.014683809153439156,0.060258053293261775,0.02861795459329561,0.058072297999999974,0.028783077792000025,0.000728025,0.163784664
cs6_fdr0.1_gam2.0,21126.70407042357,193380.9518614738,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,6,0.1,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4151,4357,0.952719761304,125,33.208,60.3944421711244,17.0,13.3434,6,553,0.0097426887406238,0.0034800352367795754,0.009368745006,0.0037789182691216547,0.0016735457142857144,0.01972340600000001,0.0625146427628387,0.029133397749860686,0.061037075499999996,0.029581769238,0.000728025,0.163407226
cs4_fdr0.2_gam2.0,11336.037127003588,69416.18826349439,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,4,0.2,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4150,4357,0.952490245582,135,30.740740740740737,42.7535392552499,16.0,13.3434,4,275,0.009465480277761602,0.00351119590827798,0.009203901940740744,0.0038507636305199103,2e-06,0.016083536733333334,0.06190642120840241,0.029306596971677205,0.059538391,0.029520380702399974,0.000728025,0.17004351899999998
cs4_fdr0.15_gam2.0,13942.519371866632,93991.4015568212,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,4,0.15,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4144,4357,0.951113151251,135,30.696296296296296,49.387029851201774,15.0,11.8608,4,413,0.009482979067338715,0.0036010773638714064,0.009256967103703705,0.003920966748082903,2e-06,0.01972340600000001,0.0624551407562189,0.02921221925413555,0.060920221999999975,0.02981282948280004,0.000728025,0.17004351899999998
cs5_fdr0.1_gam2.0,16068.066018268244,118669.83383920953,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,5,0.1,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4143,4357,0.950883635529,128,32.3671875,47.40940321589592,17.0,14.826,5,383,0.009756436606152705,0.0033521396796747987,0.009499190576171877,0.0038857893700175064,0.0014634427999999998,0.018701438799999998,0.06105351822490158,0.028838318008762086,0.059393237,0.02885355911340002,0.000727946,0.163784664
cs3_fdr0.15_gam2.0,15796.09478394174,109342.87545767109,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,3,0.15,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4141,4357,0.950424604085,132,31.37121212121212,52.67100906064086,15.0,12.6021,3,428,0.00964855524013055,0.003700395502297161,0.009526910992424241,0.004066277078411497,2e-06,0.02072944833333333,0.06386512814075873,0.029258829137626133,0.06260659600000001,0.02965348111740002,0.000727946,0.17077208100000002
cs4_fdr0.1_gam2.0,16039.072268454009,123430.21960180723,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,4,0.1,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4139,4357,0.949965572642,131,31.595419847328248,47.49376940933397,16.0,13.3434,4,399,0.009678063701811065,0.003559731303414973,0.00957367920038168,0.00410904073435321,2e-06,0.0187962405,0.062275037924838524,0.028972680377167888,0.060466951,0.028874967857399975,0.000728025,0.17077208100000002
cs7_fdr0.2_gam2.0,21583.99453070844,159150.17872680718,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,7,0.2,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4139,4357,0.949965572642,121,34.206611570247944,57.287421154992934,17.0,10.3782,7,522,0.010028589138034486,0.0033967589385517204,0.00966345294214876,0.00372995446523016,0.0016735457142857144,0.01972340600000001,0.06100936636749312,0.0288320151514752,0.059423778499999975,0.028840546333200025,0.000728025,0.158636902
cs6_fdr0.05_gam2.0,23130.02968401653,192851.05956406874,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,6,0.05,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4139,4357,0.949965572642,116,35.68103448275862,59.63870921793504,18.0,13.3434,6,537,0.010029216978727077,0.003243843533351403,0.009622146504310343,0.0036182067007888116,0.0020540230545454553,0.01972340600000001,0.062394868785757125,0.029429651254152037,0.06088508699999999,0.030325236057900006,0.000728025,0.158988026
cs7_fdr0.15_gam2.0,18814.562423788437,151172.5297421064,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,7,0.15,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4135,4357,0.949047509754,123,33.61788617886179,55.68758291196613,18.0,13.3434,7,520,0.009910058672469671,0.003288194890863569,0.00951009000813008,0.0035643978231460673,0.0016735457142857144,0.015261528933333334,0.06050705585179261,0.028489431542634724,0.05934543299999999,0.028302881443199968,0.000728025,0.158636902
cs3_fdr0.1_gam2.0,15510.272781658614,69281.47201641327,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,3,0.1,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4133,4357,0.948588478311,125,33.064,42.62207212534445,18.0,13.3434,3,266,0.010109682116749456,0.003183180676126249,0.009878384990000004,0.003580385223805529,0.0003692570000000001,0.018701438799999998,0.0617905069316129,0.02862329339345425,0.060446806999999984,0.028742893401600005,0.000728025,0.158636902
cs7_fdr0.1_gam2.0,21602.409309577914,159182.162930526,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,7,0.1,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4131,4357,0.948129446867,121,34.140495867768585,57.527718794960634,17.0,11.8608,7,522,0.00991735279595927,0.003320788628111985,0.009499401061983472,0.00356907259942645,0.0016735457142857144,0.015261528933333334,0.061055987923415975,0.02898216130192448,0.0594926575,0.029101158502500005,0.000728025,0.158636902
cs2_fdr0.2_gam2.0,13792.647574211667,90926.44061175964,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,2,0.2,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4130,4357,0.947899931145,145,28.48275862068965,40.22076292308417,15.0,11.8608,2,282,0.009456372141093563,0.003657867192903979,0.009225351179310346,0.003768509499483078,2e-06,0.02072944833333333,0.06326310291436782,0.030091585659717212,0.0615029635,0.030778437967199975,0.000728025,0.166635523
cs7_fdr0.05_gam2.0,23622.819529327186,194868.38790855967,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,7,0.05,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4128,4357,0.9474408997020001,114,36.21052631578947,60.879755805827415,18.5,12.6021,7,537,0.009982546251149648,0.0032391882658333176,0.009528514129385966,0.0035640116793813703,0.0016735457142857144,0.015261528933333334,0.061639433130569785,0.028945871681061237,0.05969771099999997,0.028648312417199968,0.000728025,0.16305610199999998
